Distance,diff1,diff2
-292.7118087149584,431.6339256126573,6.08219572612236
-289.84789981969146,412.6811854200522,61.146612915708815
-289.1945541936796,306.950471243988,143.88701788204807
-289.10888971020876,428.9830988734596,6.5685905400467295
-287.37752001243354,294.29624502510995,0.30857111205612947
-284.185617075548,291.18540869126633,0.2912056893666463
-269.2894451871353,252.8850182193562,142.12437839643104
-265.02676540934686,215.7778971779383,0.19596559946475323
-116.61627620159369,310.44449730127235,0.0
